,1691
添加物<BR>[Number][Unit][Number][Unit]中に[InactIngreName][Number][Unit][InactIngreName][InactIngreName]を含有,1
添加物<BR>タウリン[Number][Unit][InactIngreName][Number][Unit]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]（[Number]）[InactIngreName],1
添加物（[Number][Unit]中）<BR>[InactIngreName]適量[InactIngreName],1
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）適量[InactIngreName]（[InactIngreName]）適量<<BR>>添付溶解液<BR>[InactIngreName][Number][Unit],1
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]を含有<<BR>><BR>なおマスキュラックス静注用[Number][Unit]（[Number][Unit]）には溶解液として[InactIngreName][Number][Unit]（[Number][Unit]）を添付してある,1
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]を含有,1
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）適量[InactIngreName]（[InactIngreName]）適量,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物〉[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]ヒプロメロース[InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName]アミノアルキルメタアクリレートコポリマーＥ[InactIngreName]を含有する,1
添加物＞[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]またカプセル本体中に[InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物：<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]カプセル本体：[InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]及び[InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]及び[InactIngreName]を含有する,1
添加物〉[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]ヒプロメロース[InactIngreName],1
添加物：<BR>[InactIngreName][Number][Unit][InactIngreName][Number][Unit],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]及び[InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物その他の添加物としてカプセル本体に[InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有するまたカプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有するまたカプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物：<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]沈降[InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>Ｄマンニトール[InactIngreName]セルロス[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]ヒプロメロース[InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName]及び[InactIngreName]を含有する,1
添加物＞[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName]部分アルファ化[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName],1
添加物：<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]及び[InactIngreName]を含有する,1
添加物：<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]黄色三ニ[InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName]ベンザルコニウム塩化物[InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]コンドロイチン[InactIngreName]エステルナトリウム[InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName]ベンザルコニウム塩化物[InactIngreName]一ナトリウム（結晶）[InactIngreName]二ナトリウム（無[InactIngreName]）[InactIngreName],1
添加物<BR>コンドロイチン[InactIngreName]エステルナトリウム[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物[InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]ベンゼトニウム塩化物[InactIngreName],1
添加物<BR>[Number][Unit]中：ベンザルコニウム塩化物液[InactIngreName][InactIngreName],1
添加物（[Number][Unit]中）<BR>[InactIngreName][InactIngreName]和物[Number][Unit]ベンザルコニウム塩化物[Number][Unit][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName]<<BR>>溶解液（[Number][Unit]）添加物（[Number][Unit]中）<BR>[InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]<<BR>>添付の溶解液に溶解後成分含量（[Number][Unit]中）<BR>セフメノキシム[InactIngreName]塩[Number][Unit],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][Number][Unit]エッグホスファチジルグリセロール[Number][Unit]ジミリストイルホスファチジルコリン[Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit],1
添加物（[Number][Unit]中）<BR>トレハロース[Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit]<<BR>>注[Number]）本剤は注射液吸引時の損失を考慮して過量充填されている,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物ベンザルコニウム塩化物,1
添加物<BR>タウリン[InactIngreName][InactIngreName]<<BR>>溶解液（[Number][Unit]）添加物<BR>[InactIngreName]イプシロン[InactIngreName][InactIngreName][InactIngreName][InactIngreName]<<BR>>添付の溶解液に溶解後成分含量（[Number][Unit]中）<BR>ピレノキシン[Number][Unit],1
添加物<BR>[InactIngreName]タウリン<<BR>>溶解液添加物<BR>[InactIngreName]イプシロン[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]<<BR>>溶解後含量（[Number][Unit]中）<BR>[Number][Unit],1
添加物<BR>タウリン[InactIngreName][InactIngreName]<<BR>>溶解液（[Number][Unit]）添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]<<BR>>添付の溶解液に溶解後成分含量（[Number][Unit]中）<BR>ピレノキシン[Number][Unit],1
添加物<BR>[InactIngreName][InactIngreName]和物ベンザルコニウム塩化物[InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>錠剤[Number][Unit][InactIngreName]ベンザルコニウム塩化物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物溶解液[Number][Unit]ベンザルコニウム塩化物[InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]濃ベンザルコニウム塩化物液[Number][InactIngreName],1
添加物<BR>コリドンＫ[Number]（ＰＶＰ）[InactIngreName][InactIngreName]一ナトリウム[InactIngreName]二ナトリウム（無[InactIngreName]）,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物ベンザルコニウム塩化物[InactIngreName],1
添加物<BR>ベンザルコニウム塩化物液[InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName]濃ベンザルコニウム塩化物液[Number][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]ベンザルコニウム塩化物,1
添加物<BR>ベンザルコニウム塩化物[InactIngreName][InactIngreName]和物,1
